# raw CPAP telemetry
T,489317,6.94,1.05,0
T,489337,6.88,1.29,0
T,489357,6.93,0.47,0
T,489377,6.92,2.07,0
T,489397,6.90,2.74,0
T,489417,6.92,2.78,0
T,489437,6.94,2.63,0
T,489457,6.97,2.16,0
T,489477,6.90,3.23,0
T,489497,6.91,2.68,0
T,489517,6.98,2.66,0
T,489537,6.97,2.13,0
T,489557,6.89,2.18,0
T,489577,6.91,1.93,0
T,489597,6.94,1.03,0
T,489617,6.90,0.83,0
T,489637,6.92,0.30,0
T,489657,6.81,0.40,0
T,489677,6.91,1.08,0
T,489697,6.97,0.85,0
T,489717,6.91,0.50,0
T,489737,6.87,0.13,0
T,489757,6.87,-0.62,0
T,489777,6.87,-0.38,0
T,489797,6.97,-0.34,0
T,489817,6.93,0.63,0
T,489837,6.92,0.52,0
T,489857,6.89,0.69,0
T,489877,6.95,-0.37,0
T,489897,6.84,-0.74,0
T,489917,6.96,-0.34,0
T,489937,6.93,-0.62,0
T,489957,6.86,0.06,0
T,489977,6.88,0.02,0
T,489997,6.88,0.30,0
R,490006,17500,16494,6.88
[490.006] I [BLR] set speed 17500 rpm, ramp=0 ms
T,490017,6.94,0.31,0
T,490037,7.17,-0.41,0
T,490057,7.34,-0.21,0
T,490077,7.37,-0.83,0
T,490097,7.49,-1.51,0
T,490117,7.58,-1.87,0
T,490137,7.59,-2.29,0
T,490157,7.76,-1.29,0
T,490177,7.68,-2.48,0
T,490197,7.78,-2.27,0
T,490217,7.71,-2.47,0
T,490237,7.74,-1.21,0
T,490257,7.83,-0.80,0
T,490277,7.81,-0.86,0
T,490297,7.75,-0.85,0
T,490317,7.70,-1.17,0
T,490337,7.84,-0.39,0
T,490357,7.74,-0.92,0
T,490377,7.88,-0.09,0
T,490397,7.87,-0.50,0
T,490417,7.83,-1.05,0
T,490437,7.78,-1.44,0
T,490457,7.79,-1.57,0
T,490477,7.81,-1.70,0
T,490497,7.78,-2.25,0
T,490517,7.87,-2.52,0
T,490537,7.80,-2.79,0
T,490557,7.87,-2.62,0
T,490577,7.73,-3.12,0
T,490597,7.73,-3.14,0
T,490617,7.84,-3.11,0
T,490637,7.73,-3.29,0
T,490657,7.81,-3.00,0
T,490677,7.79,-3.48,0
T,490697,7.78,-4.13,0
T,490717,7.71,-3.92,0
T,490737,7.76,-4.00,0
T,490757,7.76,-3.69,0
T,490777,7.84,-3.83,0
T,490797,7.85,-3.79,0
T,490817,7.85,-3.96,0
T,490837,7.82,-3.74,0
T,490857,7.79,-3.90,0
T,490877,7.74,-3.49,0
T,490897,7.75,-2.78,0
T,490917,7.88,-1.71,0
T,490937,7.83,-1.47,0
T,490957,7.84,-1.98,0
T,490977,7.82,-2.11,0
T,490997,7.81,-2.56,0
T,491017,7.86,-2.70,0
T,491037,7.78,-2.85,0
T,491057,7.76,-2.30,0
T,491077,7.84,-2.57,0
T,491097,7.79,-2.78,0
T,491117,7.84,-2.21,0
T,491137,7.79,-1.90,0
